"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"3176","7395-IGJOS","Male","YES","Yes","No",17,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",81.5,1329.2,"Yes"
"3177","5044-XDPYX","Female","NO","Yes","No",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.5,1281.25,"No"
"3178","1814-WFGVS","Male","NO","Yes","Yes",72,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","No","Two year","No","Mailed check",48.9,3527,"No"
"3179","2834-SPCJV","Male","NO","Yes","No",52,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.1,4348.65,"Yes"
"3181","6734-CKRSM","Female","NO","No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20,63.6,"No"
"3182","1265-ZFOSD","Female","NO","Yes","No",64,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",81.3,5129.3,"No"
"3183","6568-POCUI","Female","NO","Yes","No",45,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",95.2,4285.8,"No"
"3184","7890-VYYWG","Male","YES","Yes","No",3,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",36.45,93.7,"Yes"
"3185","5197-LQXXH","Female","NO","Yes","No",71,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",83.3,5894.5,"No"
"3187","3457-PQBYH","Female","NO","Yes","Yes",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.3,1160.75,"No"
"3188","7682-AZNDK","Male","NO","Yes","Yes",34,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.85,3091.75,"No"
"3190","5384-ZTTWP","Female","NO","Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.8,272.95,"No"
"3191","3745-HRPHI","Male","NO","Yes","Yes",66,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",54.65,3632,"No"
"3192","7636-OWBPG","Male","YES","No","No",12,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",29.35,381.2,"No"
"3193","1231-YNDEK","Male","NO","No","No",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",19.15,1035.5,"No"
"3194","1407-DIGZV","Female","NO","Yes","Yes",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.1,52,"No"
"3196","0570-BFQHT","Female","NO","No","No",9,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",80.55,653.9,"No"
"3197","4393-OBCRR","Female","NO","No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.25,71.2,"No"
"3198","3523-QRQLL","Female","NO","Yes","Yes",22,"Yes","No","DSL","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",69.5,1498.2,"Yes"
"3200","3696-DFHHB","Female","NO","No","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.5,1821.8,"No"
"3201","0895-DQHEW","Male","NO","Yes","No",54,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.3,5278.15,"Yes"
"3203","5501-TVMGM","Male","NO","No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.25,55.25,"No"
"3204","5879-HMFFH","Female","NO","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",88.05,6520.8,"No"
"3205","6772-WFQRD","Male","NO","No","Yes",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.4,854.9,"No"
"3206","3810-DVDQQ","Female","NO","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",117.6,8308.9,"No"
"3207","6972-SNKKW","Female","NO","No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20,109.2,"No"
"3208","3694-GLTJM","Female","NO","No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.65,92.05,"No"
"3212","4359-INNWN","Female","NO","No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.05,337.9,"No"
"3214","4032-RMHCI","Female","NO","Yes","Yes",41,"No","No phone service","DSL","Yes","No","Yes","No","No","No","One year","No","Credit card (automatic)",35.4,1412.4,"No"
"3215","0549-CYCQN","Male","YES","No","No",51,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)",79.6,3974.7,"No"
"3216","3481-JHUZH","Male","NO","Yes","No",41,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",80.25,3439,"No"
"3217","7250-EQKIY","Female","NO","Yes","Yes",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",50.45,50.45,"Yes"
"3218","3594-IVHJZ","Female","NO","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.45,42.45,"No"
"3219","6869-FGJJC","Male","NO","No","No",68,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Credit card (automatic)",79.6,5461.45,"No"
"3221","8205-VSLRB","Male","NO","Yes","No",70,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",77.3,5498.2,"No"
"3222","5960-MVTUK","Male","NO","No","No",3,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",29.75,96.85,"No"
"3223","6817-WTYHE","Male","NO","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",44.9,111.05,"No"
"3224","3082-VQXNH","Male","NO","Yes","No",3,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",29.8,94.4,"No"
"3227","0750-EKNGL","Male","NO","No","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.75,141.1,"No"
"3229","3567-PQTSO","Male","NO","Yes","Yes",53,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",105.25,5576.3,"No"
"3230","5519-NPHVG","Female","NO","No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,1046.1,"Yes"
"3232","9938-EKRGF","Female","NO","No","No",15,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","No","Mailed check",84.45,1287.85,"No"
"3233","2703-AMTUL","Male","NO","Yes","Yes",36,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Mailed check",53.65,1939.35,"No"
"3234","0928-JMXNP","Male","YES","Yes","No",4,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",29.9,118.25,"No"
"3236","4825-XJGDM","Female","NO","No","No",61,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Credit card (automatic)",43.7,2696.55,"No"
"3238","6734-JDTTV","Male","NO","Yes","Yes",65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",19.85,1267.05,"No"
"3239","7850-THJMU","Female","NO","Yes","Yes",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.65,494.9,"No"
"3242","3148-BLQJT","Male","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.1,20.1,"Yes"
"3243","3717-FDJFU","Male","NO","No","Yes",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.45,106.9,"No"
"3246","0461-CVKMU","Female","NO","Yes","Yes",23,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",83.8,1900.25,"Yes"
"3247","8806-EAGWC","Male","NO","No","No",3,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",55.15,159.15,"Yes"
"3248","8853-TZDGH","Female","NO","No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",111.6,8012.75,"No"
"3250","4324-BZCKL","Female","NO","Yes","Yes",10,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.55,551.3,"No"
"3252","9710-ZUSHQ","Female","YES","No","No",37,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",106.75,4056.75,"Yes"
"3253","1536-YHDOE","Male","NO","Yes","Yes",17,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",62.1,1096.65,"No"
"3255","3629-ZNKXA","Male","YES","No","No",17,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.8,1752.45,"No"
"3256","4827-LTQRJ","Female","YES","Yes","Yes",66,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",110.6,7210.85,"No"
"3258","5482-VXSXJ","Male","NO","No","No",22,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",93.2,2157.3,"No"
"3259","7365-BVCJH","Male","NO","No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.4,24.4,"No"
"3262","2378-YIZKA","Female","NO","Yes","Yes",68,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85,5607.75,"No"
"3264","0689-DSXGL","Female","NO","Yes","Yes",52,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",85.8,4433.3,"No"
"3265","6818-DJXAA","Female","NO","No","Yes",10,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",91.1,964.35,"No"
"3266","9722-UJOJR","Male","NO","Yes","Yes",29,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.75,1974.8,"Yes"
"3268","8902-ZEOVF","Male","NO","Yes","Yes",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.05,951.55,"No"
"3269","6778-EICRF","Male","NO","Yes","Yes",24,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","One year","No","Mailed check",74.8,1821.2,"No"
"3270","2662-NNTDK","Male","NO","No","No",65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",24.8,1600.95,"No"
"3271","4132-KALRO","Female","NO","No","No",4,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",100.85,399.25,"No"
"3272","3902-FOIGH","Male","YES","Yes","No",12,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.35,1218.55,"Yes"
"3273","6772-KSATR","Male","NO","No","No",1,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",81.7,81.7,"Yes"
"3274","7112-OPOTK","Male","NO","No","No",33,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",68.25,2171.15,"Yes"
"3275","2874-YXVVA","Female","NO","No","No",34,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",105.1,3634.8,"No"
"3276","1245-HARPS","Female","NO","Yes","No",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.4,292.4,"No"
"3278","4323-ELYYB","Male","NO","Yes","Yes",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20,218.55,"No"
"3279","4293-ETKAP","Female","NO","Yes","Yes",65,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",79.4,5071.9,"No"
"3280","6064-PUPMC","Male","NO","Yes","Yes",23,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",57.2,1423.35,"No"
"3281","6504-VBLFL","Male","NO","Yes","No",55,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Electronic check",58.6,3068.6,"No"
"3282","6322-PJJDJ","Male","NO","Yes","No",49,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","Yes","Electronic check",94.8,4690.65,"No"
"3283","0330-BGYZE","Male","NO","Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",102.5,6157.6,"No"
"3284","1085-LDWAM","Female","NO","Yes","Yes",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",20.35,1442.65,"No"
"3285","7586-ZATGZ","Male","NO","No","No",40,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.9,3369.05,"No"
"3286","7197-VOJMM","Male","NO","Yes","No",67,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Credit card (automatic)",69.2,4671.65,"No"
"3287","3318-OSATS","Male","YES","No","No",35,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.45,3474.05,"Yes"
"3288","5828-AVIPD","Male","NO","Yes","Yes",19,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.95,1875.55,"Yes"
"3289","1843-TLSGD","Female","NO","Yes","Yes",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.85,272.35,"No"
"3290","9626-VFRGG","Female","NO","No","Yes",41,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",88.5,3645.05,"No"
"3291","7075-BNDVQ","Female","NO","No","No",4,"No","No phone service","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",35,135.75,"No"
"3294","2041-JIJCI","Female","NO","No","No",5,"Yes","Yes","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",64,370.25,"No"
"3295","1086-LXKFY","Female","NO","Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.1,69.1,"Yes"
